iter	RMSE
377	0.05146167194
378	0.0514568833
379	0.0514557406
380	0.05145429333
381	0.05145110084
382	0.05144647871
383	0.0514420343
384	0.05143692854
385	0.05143272173
386	0.05142609043
387	0.0514239909
388	0.05142034264
389	0.05141717346
390	0.05141518569
391	0.05141419003
392	0.0514122673
393	0.05140964509
394	0.05140786033
395	0.05140582683
396	0.05140212559
397	0.05139817725
398	0.05139328441
399	0.05139021208
400	0.05138841471
401	0.05138683945
402	0.05138505318
403	0.05138078065
404	0.05137892217
405	0.0513748098
406	0.05136855538
407	0.05136523701
408	0.05136160738
409	0.05135884922
410	0.05135497629
411	0.05135171866
412	0.05134965449
413	0.05134681369
414	0.05134383862
415	0.05134254616
416	0.05134019613
417	0.05133611304
418	0.05133293476
419	0.05133034597
420	0.0513263613
421	0.05132518627
422	0.05132331541
423	0.05132056788
424	0.0513161719
425	0.05131392661
426	0.0513105363
427	0.05130763265
428	0.05130624772
429	0.05130462558
430	0.05130223858
431	0.05130089876
432	0.05129579608
433	0.05129058797
434	0.05128757817
435	0.0512865443
436	0.05128161488
437	0.05127892472
438	0.05127522404
439	0.05127024818
440	0.05126694678
441	0.05126472976
442	0.05126414462
443	0.051263219
444	0.05126145617
445	0.05125938038
446	0.05125635137
447	0.0512554609
448	0.05125279669
449	0.05125078033
450	0.05124641386
451	0.05124505275
452	0.05124188929
453	0.05123776557
454	0.05123287038
455	0.05122949995
456	0.05122764351
457	0.05122396535
458	0.05122318839
459	0.05122070906
460	0.05121878294
461	0.05121730575
462	0.05121417837
463	0.05121342312
464	0.05120789085
465	0.05120509056
466	0.05120337148
467	0.05119745729
468	0.05119323575
469	0.05119119956
470	0.05119020402
471	0.05118827781
472	0.05118492421
473	0.05118304633
474	0.05118276477
475	0.05118056839
476	0.05117727786
477	0.05117547869
478	0.05117059382
479	0.05116587276
480	0.05116049437
481	0.05115821941
482	0.05115617795
483	0.05115170591
484	0.05115086108
485	0.0511494457
486	0.05114568585
487	0.05114443007
488	0.05114147052
489	0.05113894855
490	0.05113656684
491	0.05113418427
492	0.05113275778
493	0.05113026777
494	0.05112950742
495	0.05112654525
496	0.05112576237
497	0.05112233012
498	0.05111975978
499	0.0511161049
500	0.05111555004
501	0.05111443919
502	0.05111140221
503	0.05110747517
504	0.05110420286
505	0.05110176011
506	0.0511008736
507	0.05109644065
508	0.05109153854
509	0.05108855016
510	0.05108672732
511	0.05108558026
512	0.0510832678
513	0.05108084467
514	0.0510727463
515	0.05107064647
516	0.05106897513
517	0.05106512575
518	0.05106352422
519	0.05106197138
520	0.05106064113
521	0.05105927583
522	0.05105423497
523	0.05105174951
524	0.05104837211
525	0.05104576303
526	0.05104424055
527	0.05104016748
528	0.05103599657
529	0.0510331693
530	0.05103065978
531	0.05102857904
532	0.05102415466
533	0.05102337632
534	0.05101934547
535	0.05101753003
536	0.0510149675
537	0.05101319171
538	0.05101056115
539	0.05100446932
540	0.05100283468
541	0.05100014856
542	0.05099873572
543	0.05099489829
544	0.05099264825
545	0.05099112817
546	0.05099043306
547	0.05098632781
548	0.05098402252
549	0.05097883458
550	0.05097803814
551	0.05097526715
552	0.0509734637
553	0.05097075893
554	0.05096861524
555	0.05096370903
556	0.05095824188
557	0.05095660959
558	0.05095358675
559	0.05095126292
560	0.05094824967
561	0.05094680921
562	0.05094463074
563	0.05094129819
564	0.05093783761
565	0.05093660644
566	0.05093399699
567	0.0509297902
568	0.05092897691
569	0.05092805759
570	0.05092784856
571	0.05092654658
572	0.05092342131
573	0.05092266546
574	0.05092099755
575	0.05091754779
576	0.0509144534
577	0.05091127208
578	0.05090765695
579	0.05090525492
580	0.05090437899
581	0.05089852636
582	0.05089366517
583	0.0508910112
584	0.050888271
585	0.05088740834
586	0.050885943
587	0.05088448653
588	0.05088243876
589	0.05088079448
590	0.05087884499
591	0.05087212456
592	0.0508673573
593	0.05086474509
594	0.05086053691
595	0.05085899708
596	0.05085755221
597	0.05085500373
598	0.05085398424
599	0.05085120967
600	0.05084763178
601	0.05084636254
602	0.05084539764
603	0.05084310547
604	0.05084180289
605	0.05083856014
606	0.05083796188
607	0.05083432611
608	0.05083321022
609	0.05083073653
610	0.0508277688
611	0.05082526704
612	0.05082366313
613	0.05082289308
614	0.05081993412
615	0.0508158344
616	0.05081530749
617	0.05081460202
618	0.05081288308
619	0.05081185489
620	0.05080986787
621	0.05080733854
622	0.05080480429
623	0.05080145822
624	0.05079975701
625	0.05079876146
626	0.05079729309
627	0.05079574674
628	0.05079387355
629	0.05079171478
630	0.05079019281
631	0.05078897932
632	0.05078771589
633	0.05078415158
634	0.05077926109
635	0.05077726738
636	0.0507743408
637	0.05077081525
638	0.05076643524
639	0.05076244861
640	0.05076140122
641	0.05075903854
642	0.05075584039
643	0.0507545676
644	0.05075137682
645	0.0507486406
646	0.05074657137
647	0.05074235313
648	0.05074080664
649	0.05073900788
650	0.05073614731
651	0.050731693
652	0.05072916333
653	0.0507281511
654	0.05072597229
655	0.05072455062
656	0.05072304273
657	0.05072203674
658	0.05071818577
659	0.05071623862
660	0.05071480331
661	0.05071306249
662	0.05071130115
663	0.05070810598
664	0.05070503992
665	0.05070439718
666	0.05070248821
667	0.05070132549
668	0.05069835711
669	0.05069455375
670	0.05069314923
671	0.05069145693
672	0.05069112184
673	0.0506869753
674	0.05068397902
675	0.05068102555
676	0.05068049919
677	0.05067898295
678	0.05067708067
679	0.0506745735
680	0.05067172726
681	0.05066908398
682	0.0506678739
683	0.05066671742
684	0.05066316475
685	0.05066014181
686	0.05065888702
687	0.05065765403
688	0.05065374972
689	0.05065276406
690	0.0506484094
691	0.05064693078
692	0.05064619202
693	0.05064550856
694	0.05064500411
695	0.05064423992
696	0.05064277208
697	0.05064129494
698	0.05063878504
699	0.05063641756
700	0.05063321598
701	0.05063102746
702	0.05062860733
703	0.050626468
704	0.05062369701
705	0.05062189356
706	0.05061919021
707	0.0506140363
708	0.05061225247
709	0.05061106284
710	0.05060853219
711	0.05060766208
712	0.05060495736
713	0.05060319275
714	0.05059906229
715	0.05059650411
716	0.05059590618
717	0.05059432657
718	0.05059276411
719	0.05059173016
720	0.05059004307
721	0.05058845801
722	0.05058549466
723	0.0505816843
724	0.05057987513
725	0.05057800941
726	0.05057724392
727	0.05057436352
728	0.05057311706
729	0.05057279598
730	0.05057032501
731	0.05056966348
732	0.05056907237
733	0.05056819677
734	0.05056701966
735	0.05056414497
736	0.0505629941
737	0.05056132247
738	0.05056036491
739	0.05055799139
740	0.05055739845
741	0.05055352565
742	0.0505530198
743	0.05055236601
744	0.05055018871
745	0.05054832182
746	0.05054679636
747	0.05054521246
748	0.05054372856
749	0.05054284364
750	0.05054110948
751	0.05053829138
752	0.05053386552
753	0.05053282488
754	0.05052947196
755	0.05052623256
756	0.05052459735
757	0.05052265275
758	0.05052124745
759	0.0505174596
760	0.05051582125
761	0.05051358639
762	0.05051158217
763	0.05051073805
764	0.05051032536
765	0.05050966853
766	0.05050880501
767	0.05050705636
768	0.05050614938
769	0.05050544852
770	0.05050360247
771	0.0505014708
772	0.05050072174
773	0.05049916054
774	0.0504979501
775	0.05049607875
776	0.05049507756
777	0.05049428772
778	0.05049309505
779	0.05049047921
780	0.05048490022
781	0.05048201979
782	0.05047981964
783	0.05047646799
784	0.05047612942
785	0.05047484293
786	0.05047429713
787	0.05047314918
788	0.05047025979
789	0.0504685155
790	0.05046651527
791	0.05046527648
792	0.05046218512
793	0.05045932328
794	0.05045736865
795	0.05045607139
796	0.05045282917
797	0.05045082766
798	0.05044624706
799	0.05044317086
800	0.0504359625
801	0.0504340782
802	0.050432355
803	0.05043203925
804	0.0504290501
805	0.05042840567
806	0.050427239
807	0.05042572768
808	0.05042533568
809	0.05042485938
810	0.05042289354
811	0.0504213733
812	0.05042038943
813	0.05041994281
814	0.05041934449
815	0.05041835009
816	0.05041686943
817	0.05041369922
818	0.05041044203
819	0.05040886241
820	0.05040736641
821	0.05040649475
822	0.05040622277
823	0.05040592225
824	0.05040372451
825	0.05040313362
826	0.05040168409
827	0.05040038561
828	0.05039999836
829	0.05039641566
830	0.05039044313
831	0.05038884559
832	0.05038496456
833	0.05038430848
834	0.05038343573
835	0.05038327456
836	0.05038260741
837	0.05038168054
838	0.05038103804
839	0.05037985704
840	0.05037893579
841	0.05037394973
842	0.05037281189
843	0.050371224
844	0.05036592696
845	0.05036419254
846	0.05036254782
847	0.05035775079
848	0.05035446463
849	0.05035264597
850	0.05035076115
851	0.05034955295
852	0.05034730934
853	0.05034615247
854	0.05034601104
855	0.05034449218
856	0.05034424252
857	0.05034395934
858	0.0503434477
859	0.05034102368
860	0.0503388103
861	0.05033856791
862	0.05033637055
863	0.05033575027
864	0.05033365701
865	0.05033191133
866	0.05033164629
867	0.05033112167
868	0.05032853153
869	0.05032698356
870	0.05032556209
871	0.05032419579
872	0.0503222549
873	0.0503220235
874	0.05031916717
875	0.05031846342
876	0.05031738219
877	0.05031689983
878	0.05031519998
879	0.05031103597
880	0.05030929058
881	0.0503083922
882	0.05030687551
883	0.05030566944
884	0.05030487016
885	0.05030357369
886	0.05030110582
887	0.05029640527
888	0.05029314587
889	0.05029077167
890	0.05028901516
891	0.0502876601
892	0.05028643101
893	0.05028275204
894	0.05028058537
895	0.05027609727
896	0.05027303733
897	0.05027137704
898	0.05026770944
899	0.05026751445
900	0.05026618495
901	0.05026389254
902	0.05026262231
903	0.05025993747
904	0.05025713602
905	0.05025418475
906	0.05025096509
907	0.05025019748
908	0.05024897728
909	0.05024821561
910	0.05024644034
911	0.0502460465
912	0.05024500801
913	0.0502420956
914	0.05024010184
915	0.05023948485
916	0.0502389313
917	0.05023752344
918	0.05023587794
919	0.05023499924
920	0.05023432484
921	0.05023352723
922	0.05023311422
923	0.05023223575
924	0.05023144689
925	0.05022512889
926	0.05022428474
927	0.0502220091
928	0.05021949431
929	0.05021865385
930	0.05021730764
931	0.05021604757
932	0.05021518472
933	0.05021373413
934	0.05021153585
935	0.05021031942
936	0.05020933395
937	0.05020853006
938	0.05020712283
939	0.05020669919
940	0.05020440018
941	0.05020169285
942	0.05020116742
943	0.05019968978
944	0.05019898166
945	0.05019618574
946	0.05019353434
947	0.05019236635
948	0.05019120127
949	0.05018999624
950	0.05018883656
951	0.05018765656
952	0.05018720409
953	0.05018326261
954	0.05018251589
955	0.05018087406
956	0.05017664376
957	0.05017574722
958	0.05017321756
959	0.05017278956
960	0.05017226858
961	0.05016834417
962	0.05016789047
963	0.05016559563
964	0.05016464351
965	0.0501629853
966	0.05016062844
967	0.05015529087
968	0.05015204017
969	0.05015012101
970	0.05014873701
971	0.05014733629
972	0.05014455287
973	0.05014298385
974	0.05014196297
975	0.05014046398
976	0.05013914974
977	0.05013805115
978	0.05013732013
979	0.05013645765
980	0.05013577526
981	0.05013542179
982	0.05013475999
983	0.05013156594
984	0.05013131517
985	0.05013086163
986	0.0501298107
987	0.05012718542
988	0.05012474862
989	0.05012354912
990	0.0501209388
991	0.05011896945
992	0.05011726606
993	0.05011628583
994	0.05011190965
995	0.05011140899
996	0.05011122951
997	0.05011004288
998	0.05010903258
999	0.05010851223
