iter	RMSE
0	0.1878312998
1	0.1780613274
2	0.1692273228
3	0.1605444891
4	0.1526421648
5	0.1452114929
6	0.1380376897
7	0.1315259204
8	0.1253356952
9	0.1195603292
10	0.1142530398
11	0.10937072
12	0.1046970598
13	0.1004389216
14	0.09647142804
15	0.09285287699
16	0.08959719781
17	0.08646489275
18	0.08359435131
19	0.08085861044
20	0.07855400798
21	0.07630653607
22	0.07432089962
23	0.07242085002
24	0.07081189138
25	0.06919063249
26	0.06774238862
27	0.06642328289
28	0.06522079151
29	0.06409185972
30	0.06314407765
31	0.06229115058
32	0.06147978953
33	0.06072915481
34	0.06006099798
35	0.05946988114
36	0.05892904288
37	0.05848747631
38	0.05807455251
39	0.05767977442
40	0.05731692806
41	0.05698933376
42	0.05672027222
43	0.05644753536
44	0.0562075682
45	0.05600927844
46	0.05584665855
47	0.05566635332
48	0.05551308936
49	0.05535036306
50	0.05520430607
51	0.05508478713
52	0.05498028467
53	0.05488552985
54	0.05478463035
55	0.0546968562
56	0.05460082304
57	0.05453634556
58	0.05447788537
59	0.0544212001
60	0.05437099
61	0.05431415694
62	0.05425637536
63	0.05422539839
64	0.05417238345
65	0.05413549088
66	0.0540839658
67	0.05403729326
68	0.05400030417
69	0.05394916986
70	0.05392191688
71	0.05388894834
72	0.05385965742
73	0.05384690746
74	0.0538050984
75	0.05377970879
76	0.05375408817
77	0.05373194687
78	0.05371404947
79	0.05370332511
80	0.05367766585
81	0.05367488901
82	0.05364199629
83	0.05361420975
84	0.05360076709
85	0.05357848197
86	0.05355418795
87	0.0535421975
88	0.05351359335
89	0.05349445524
90	0.0534603822
91	0.05345201412
92	0.05344915784
93	0.05343998954
94	0.05342094756
95	0.05340628449
96	0.05339647581
97	0.05338688788
98	0.05337468059
99	0.0533463471
100	0.05332671691
101	0.05331599832
102	0.05330896022
103	0.05328990579
104	0.05327660103
105	0.05326425518
106	0.05325536876
107	0.05324879501
108	0.05323893595
109	0.05322774791
110	0.05320562724
111	0.05318163356
112	0.05317021736
113	0.05316943926
114	0.05315700298
115	0.05314501283
116	0.05313535053
117	0.05312070281
118	0.05311271077
119	0.05309058557
120	0.05308490012
121	0.05307157389
122	0.05304862058
123	0.05303346364
124	0.05302341704
125	0.0530082053
126	0.05299969238
127	0.05299365308
128	0.05296982304
129	0.05295991968
130	0.052952574
131	0.05293262443
132	0.05292622449
133	0.05291744816
134	0.05291178388
135	0.05290934423
136	0.05289610862
137	0.05288721469
138	0.05288038726
139	0.05287581159
140	0.05285952541
141	0.05285716553
142	0.05285148865
143	0.05283967989
144	0.0528248932
145	0.0528177706
146	0.05281544775
147	0.05279943317
148	0.05278371458
149	0.05277280852
150	0.05276440084
151	0.05274644589
152	0.05273937449
153	0.05273059786
154	0.05271607374
155	0.0527081085
156	0.05270320118
157	0.0526970743
158	0.05268767365
159	0.05267633555
160	0.05266542197
161	0.05265983309
162	0.05264004741
163	0.05263172781
164	0.05261591878
165	0.05260379281
166	0.05259155883
167	0.0525836675
168	0.05257699688
169	0.05256482701
170	0.0525584879
171	0.05254961692
172	0.05253921328
173	0.05252921136
174	0.05252309075
175	0.05251612675
176	0.0525039695
177	0.05249830845
178	0.05248637019
179	0.05247390549
180	0.05246102648
181	0.0524533315
182	0.05244596676
183	0.05243458955
184	0.05242431436
185	0.05241866485
186	0.05240959342
187	0.05239869615
188	0.05239256989
189	0.05238491778
190	0.05237504018
191	0.05236624344
192	0.05235756798
193	0.05234882963
194	0.05234358446
195	0.05233571591
196	0.05233035893
197	0.05232454514
198	0.05231978713
199	0.05231273049
200	0.05230647734
201	0.05230226415
202	0.05229001966
203	0.05228412393
204	0.05227738831
205	0.05226922902
206	0.05226297324
207	0.05225832054
208	0.05224887811
209	0.05224107832
210	0.05223644378
211	0.05223055794
212	0.05222233299
213	0.05221731953
214	0.0522143852
215	0.05221014037
216	0.05220583645
217	0.05220040196
218	0.05219724656
219	0.05219012117
220	0.05217818706
221	0.05217083857
222	0.05216559526
223	0.05215862956
224	0.0521518121
225	0.05214585748
226	0.05213771667
227	0.05213049515
228	0.05212652706
229	0.05212216615
230	0.05211177153
231	0.05210679433
232	0.05210322234
233	0.05209676792
234	0.05209021486
235	0.05208576543
236	0.05208194206
237	0.05207746104
238	0.05207008469
239	0.05206578746
240	0.052062652
241	0.05205677137
242	0.05205360067
243	0.05205073457
244	0.05204397144
245	0.05203934065
246	0.05203328941
247	0.05202500004
248	0.0520214309
249	0.05201471308
250	0.05200633473
251	0.0520008349
252	0.05199549325
253	0.0519874853
254	0.05198485857
255	0.05198311474
256	0.05197597669
257	0.05196743578
258	0.05196497715
259	0.05195716968
260	0.05195118154
261	0.0519459537
262	0.05194232244
263	0.05193934742
264	0.05193751808
265	0.05193469113
266	0.05193069362
267	0.05192372861
268	0.05191964573
269	0.05191767513
270	0.05190741184
271	0.0519038106
272	0.05189672829
273	0.05189339389
274	0.05188910918
275	0.05188296797
276	0.05188043602
277	0.0518722709
278	0.05186370799
279	0.0518590115
280	0.05185172615
281	0.05184966235
282	0.05184328928
283	0.05183467358
284	0.05183122451
285	0.05182634829
286	0.05182060517
287	0.05181344787
288	0.05180851195
289	0.05180190332
290	0.05179574458
291	0.05178852348
292	0.05178315544
293	0.05177756922
294	0.05177454734
295	0.05176958706
296	0.05176584455
297	0.05175896891
298	0.051754117
299	0.05175116071
300	0.05174467203
301	0.05174063693
302	0.0517347817
303	0.05173249684
304	0.05172927323
305	0.05172795379
306	0.0517252692
307	0.05171917042
308	0.05171689009
309	0.05171437706
310	0.05171264595
311	0.0517092152
312	0.0517041622
313	0.05169909192
314	0.05169603936
315	0.05169311478
316	0.05168641426
317	0.05168387029
318	0.05168067875
319	0.0516774072
320	0.05167345241
321	0.05167061003
322	0.05166791285
323	0.05166298519
324	0.0516561277
325	0.05165280133
326	0.05164608539
327	0.05164406169
328	0.05164178962
329	0.05164079769
330	0.05163139092
331	0.05162811133
332	0.05162261989
333	0.0516198703
334	0.05161569867
335	0.05161478925
336	0.05160847395
337	0.05160659148
338	0.05160298816
339	0.05159684759
340	0.05159272853
341	0.05158487835
342	0.05158304951
343	0.05157730419
344	0.05157662832
345	0.05157387347
346	0.05156867477
347	0.05156240558
348	0.05155689033
349	0.05155095532
350	0.05154886068
351	0.05154669162
352	0.05153916653
353	0.05153765567
354	0.05153046502
355	0.05152882884
356	0.05152422983
357	0.05151938082
358	0.05151567527
359	0.05151375638
360	0.05150982518
361	0.05150669143
362	0.05150472543
363	0.05150214167
364	0.05149930908
365	0.05149465062
366	0.05148990879
367	0.0514864874
368	0.05148422853
369	0.05148290418
370	0.05148021516
371	0.05147689821
372	0.05147476449
373	0.05147093868
374	0.05146818432
375	0.05146636257
376	0.05146396089
